1:0:19:6F:D:85:C00000:0:0:0:	Disney Cinemagic HD
1:0:16:36FC:C8C:3:EB0000:0:0:0:	Disney CZ
1:0:1:746B:3F0:1:C00000:0:0:0:	DISNEY JR
1:0:19:22CA:434:1:C00000:0:0:0:	DISNEY JUNIOR
1:0:19:8A:3:85:C00000:0:0:0:	Disney Junior HD
1:0:1:772A:416:1:C00000:0:0:0:	DISNEY XD
1:0:16:1C:3:85:C00000:0:0:0:	Disney XD
1:0:19:24B9:43C:1:C00000:0:0:0:	DISNEY XD
1:0:1:749A:41C:1:C00000:0:0:0:	DIVINITY
1:0:19:1968:44E:1:C00000:0:0:0:	DJAZZ
1:0:1:4EBB:CA4:3:EB0000:0:0:0:	DM SAT
1:0:1:3F:21:85:C00000:0:0:0:	DMAX
1:0:1:49:7:85:C00000:0:0:0:	DMAX Austria
1:0:19:151A:455:1:C00000:0:0:0:	DMAX HD
1:0:19:152E:455:1:C00000:0:0:0:	DMAX HD Austria
1:0:16:36E3:C8C:3:EB0000:0:0:0:	DOCUBOX
1:0:19:13B6:C95:3:EB0000:0:0:0:	DOMA HD
1:0:1:1415:403:1:C00000:0:0:0:	Domashniy Int
1:0:1:4ED4:CA4:3:EB0000:0:0:0:	Dorcel
1:0:19:2205:44C:1:C00000:0:0:0:	DORCEL TV
1:0:19:2204:44C:1:C00000:0:0:0:	DORCEL XXX
1:0:1:314A:459:1:C00000:0:0:0:	Dreamgirls24 TV temp
1:0:1:4E41:C85:3:EB0000:0:0:0:	Duck TV
1:0:16:36FD:C8C:3:EB0000:0:0:0:	duck TV
1:0:16:36F4:C8C:3:EB0000:0:0:0:	duck TV DUT
1:0:1:114E:404:1:C00000:0:0:0:	DW English
1:0:1:4EC7:CA4:3:EB0000:0:0:0:	DW English
1:0:19:80:B:85:C00000:0:0:0:	E! Entertainm. HD
1:0:16:17EA:C82:3:EB0000:0:0:0:	E! Entertainment BNL
1:0:16:17EB:C82:3:EB0000:0:0:0:	E! Entertainment CZ
1:0:1:381:21:85:C00000:0:0:0:	e8 television
1:0:19:17DF:C82:3:EB0000:0:0:0:	EDGE
1:0:19:1807:C82:3:EB0000:0:0:0:	EDGE CZ
1:0:19:5221:C99:3:EB0000:0:0:0:	een HD
1:0:16:101E:451:35:C00000:0:0:0:	Elevensports1
1:0:16:101F:451:35:C00000:0:0:0:	ElevenSports2
1:0:19:22C7:434:1:C00000:0:0:0:	ELLE GIRL
1:0:1:749F:41C:1:C00000:0:0:0:	ENERGY
1:0:1:4EA8:CA4:3:EB0000:0:0:0:	English Club TV
1:0:1:27:F:85:C00000:0:0:0:	eoTV
1:0:1:4E5D:C86:3:EB0000:0:0:0:	Epic Drama
1:0:19:339E:C89:3:EB0000:0:0:0:	Epic Drama HD
1:0:19:19D4:444:1:C00000:0:0:0:	EQUIDIA
1:0:1:3153:459:1:C00000:0:0:0:	Eros TV
1:0:1:4ED8:CA4:3:EB0000:0:0:0:	Erotic
1:0:1:4ED9:CA4:3:EB0000:0:0:0:	Erotic 2
1:0:1:315F:459:1:C00000:0:0:0:	EROTIKA TV - NEU!
1:0:1:314B:459:1:C00000:0:0:0:	Erotiksat24 TV temp
1:0:19:372B:C8E:3:EB0000:0:0:0:	esportsTV HD
1:0:1:4EC6:CA4:3:EB0000:0:0:0:	Euronews
1:0:1:79F4:443:1:C00000:0:0:0:	EURONEWS FRENCH SD
1:0:1:79FE:443:1:C00000:0:0:0:	EURONEWS GERMAN SD
1:0:1:74A1:41C:1:C00000:0:0:0:	EUROSPORT 1
1:0:19:2461:440:1:C00000:0:0:0:	EUROSPORT 1
1:0:1:79E0:443:1:C00000:0:0:0:	Eurosport 1 Deutschland
1:0:19:4E3A:C85:3:EB0000:0:0:0:	Eurosport 1 HD
1:0:19:13B7:C95:3:EB0000:0:0:0:	Eurosport 1 HD
1:0:19:30D6:413:1:C00000:0:0:0:	Eurosport 1 HD
1:0:19:30EA:413:1:C00000:0:0:0:	Eurosport 1 HD Austria
1:0:19:13CA:C95:3:EB0000:0:0:0:	Eurosport 1 HD BE
1:0:19:52E1:C96:3:EB0000:0:0:0:	Eurosport 1 HD NL
1:0:1:760E:408:1:C00000:0:0:0:	EUROSPORT 2
1:0:1:4E3C:C85:3:EB0000:0:0:0:	Eurosport 2
1:0:19:24BE:43C:1:C00000:0:0:0:	EUROSPORT 2
1:0:19:4E3B:C85:3:EB0000:0:0:0:	Eurosport 2 HD
1:0:19:6D:B:85:C00000:0:0:0:	Eurosport 2 HD
1:0:19:13B1:C95:3:EB0000:0:0:0:	Eurosport 2 HD
1:0:19:30D7:413:1:C00000:0:0:0:	Eurosport 2 HD Xtra
1:0:16:1B94:C88:3:EB0000:0:0:0:	Eurosport 2 NL
1:0:19:7826:428:1:C00000:0:0:0:	EUROSPORT1HD
1:0:16:5247:C99:3:EB0000:0:0:0:	Eurosport2 BE
1:0:16:100A:451:35:C00000:0:0:0:	Eurosport2 ger
1:0:19:10E:6:85:C00000:0:0:0:	Eurosport360HD 1
1:0:19:118:D:85:C00000:0:0:0:	Eurosport360HD 2
1:0:19:122:C:85:C00000:0:0:0:	Eurosport360HD 3
1:0:19:12C:9:85:C00000:0:0:0:	Eurosport360HD 4
1:0:19:136:4:85:C00000:0:0:0:	Eurosport360HD 5
1:0:19:140:2:85:C00000:0:0:0:	Eurosport360HD 6
1:0:19:14A:6:85:C00000:0:0:0:	Eurosport360HD 7
1:0:19:154:10:85:C00000:0:0:0:	Eurosport360HD 8
1:0:19:104:B:85:C00000:0:0:0:	Eurosport360HD 9
1:0:16:51DA:C96:3:EB0000:0:0:0:	EVENAAR
1:0:19:19D1:444:1:C00000:0:0:0:	EVENEMENT
1:0:1:3E:5:85:C00000:0:0:0:	EWTN katholisches TV
1:0:1:18F0:3F4:1:C00000:0:0:0:	EXTREMADURA SAT
1:0:1:4ECC:CA4:3:EB0000:0:0:0:	Extreme Sports
1:0:19:196D:44E:1:C00000:0:0:0:	EXTREME SPORTS
1:0:1:2650:460:1:C00000:0:0:0:	F3 ALPES
1:0:1:2652:460:1:C00000:0:0:0:	F3 ALSACE
1:0:1:2657:460:1:C00000:0:0:0:	F3 AQUITAINE
1:0:1:2658:460:1:C00000:0:0:0:	F3 AUVERGNE
1:0:1:2649:460:1:C00000:0:0:0:	F3 BNORMANDIE
1:0:1:264D:460:1:C00000:0:0:0:	F3 BOURGOGNE
1:0:1:2659:460:1:C00000:0:0:0:	F3 BRETAGNE
1:0:1:264C:460:1:C00000:0:0:0:	F3 CENTRE
1:0:1:264F:460:1:C00000:0:0:0:	F3 CHAMP ARDENNE
1:0:1:2654:460:1:C00000:0:0:0:	F3 CORSEVIASTELLA
1:0:1:264B:460:1:C00000:0:0:0:	F3 COTE D'AZUR
1:0:1:2660:460:1:C00000:0:0:0:	F3 FRANCHE COMTE
1:0:1:2656:460:1:C00000:0:0:0:	F3 HNORMANDIE
1:0:1:2653:460:1:C00000:0:0:0:	F3 LANGUEDOCROU
1:0:1:265A:460:1:C00000:0:0:0:	F3 LIMOUSIN
1:0:1:265B:460:1:C00000:0:0:0:	F3 LORRAINE
1:0:1:265C:460:1:C00000:0:0:0:	F3 MIDI PYRENEES
1:0:1:2651:460:1:C00000:0:0:0:	F3 NORD PDC
1:0:1:265D:460:1:C00000:0:0:0:	F3 PARIS IDF
1:0:1:264A:460:1:C00000:0:0:0:	F3 PAYS DE LA LOIRE
1:0:1:265E:460:1:C00000:0:0:0:	F3 PICARDIE
1:0:1:264E:460:1:C00000:0:0:0:	F3 POITOUCHAR
1:0:1:2655:460:1:C00000:0:0:0:	F3 PROV ALPES
1:0:1:265F:460:1:C00000:0:0:0:	F3 RHONE ALPES
1:0:1:21:F:85:C00000:0:0:0:	Family TV
1:0:1F:30DE:413:1:C00000:0:0:0:	Fashion 4K
1:0:1:4EAD:CA4:3:EB0000:0:0:0:	Fashion TV
1:0:1:77BC:40A:1:C00000:0:0:0:	FDF
1:0:1:4ECA:CA4:3:EB0000:0:0:0:	Fight Network
1:0:16:36E2:C8C:3:EB0000:0:0:0:	FIGHTBOX
1:0:19:13C6:C95:3:EB0000:0:0:0:	Film Europe HD
1:0:19:13CD:C95:3:EB0000:0:0:0:	Film Europe INT HD
1:0:1:4E2D:C8B:3:EB0000:0:0:0:	Film Klub
1:0:1:4E72:C8B:3:EB0000:0:0:0:	Film Klub Extra
1:0:16:52E2:C96:3:EB0000:0:0:0:	Film+
1:0:16:51B8:C96:3:EB0000:0:0:0:	Film1 Action
1:0:16:51B3:C96:3:EB0000:0:0:0:	Film1 Drama
1:0:16:51AE:C96:3:EB0000:0:0:0:	Film1 Family
1:0:19:51DB:C96:3:EB0000:0:0:0:	Film1 Premiere HD
1:0:16:36E9:C8C:3:EB0000:0:0:0:	Filmbox
1:0:19:36F3:C8C:3:EB0000:0:0:0:	Filmbox Extra HD
1:0:16:52E3:C96:3:EB0000:0:0:0:	Filmbox Plus
1:0:16:52E4:C96:3:EB0000:0:0:0:	Filmbox Premium
1:0:16:314:C94:3:EB0000:0:0:0:	Fishing and Hunting
1:0:16:317:C94:3:EB0000:0:0:0:	Fishing and Hunting INT
1:0:19:33FE:3ED:1:C00000:0:0:0:	flimmit Zusatzpaket
1:0:1:32DA:45D:1:C00000:0:0:0:	Folx TV
1:0:19:2208:44C:1:C00000:0:0:0:	FOOT+ 24/24
1:0:1:3150:459:1:C00000:0:0:0:	Fotohandy
1:0:1:746F:3F0:1:C00000:0:0:0:	FOX
1:0:16:178E:C82:3:EB0000:0:0:0:	FOX Channel
1:0:19:7504:420:1:C00000:0:0:0:	FOX HD
1:0:19:7C:C:85:C00000:0:0:0:	Fox HD
1:0:1:7468:3F0:1:C00000:0:0:0:	FOX LIFE
1:0:19:78B5:3EC:1:C00000:0:0:0:	FOX LIFE HD
1:0:1:749B:41C:1:C00000:0:0:0:	FOX NEWS
1:0:19:17CC:C82:3:EB0000:0:0:0:	FOX Sports 1 HD
1:0:19:1BFC:C88:3:EB0000:0:0:0:	FOX Sports 2 HD
1:0:19:17B4:C82:3:EB0000:0:0:0:	FOX Sports 4 HD
1:0:19:245A:440:1:C00000:0:0:0:	FRANCE 2
1:0:1:1AF9:3FE:1:C00000:0:0:0:	France 24 (en Français)
1:0:1:1AFE:3FE:1:C00000:0:0:0:	France 24 (in Arabic)
1:0:1:1AFA:3FE:1:C00000:0:0:0:	France 24 (in English)
1:0:19:245D:440:1:C00000:0:0:0:	FRANCE 3
1:0:19:21FD:44C:1:C00000:0:0:0:	FRANCE 4
1:0:19:2330:442:1:C00000:0:0:0:	FRANCE 5
1:0:19:2082:432:1:C00000:0:0:0:	FRANCE O
1:0:19:1F45:42E:1:C00000:0:0:0:	FRANCEINFO:
1:0:19:170D:419:1:C00000:0:0:0:	Franken Fernsehen HD
1:0:1:315C:459:1:C00000:0:0:0:	freenet Shopping
1:0:19:313F:459:1:C00000:0:0:0:	freenet TV connect
1:0:1:4E91:C86:3:EB0000:0:0:0:	FTV
1:0:19:24C7:43C:1:C00000:0:0:0:	GAME ONE
1:0:1:3144:459:1:C00000:0:0:0:	GayBoys LIVE
1:0:16:5279:41D:1:C00000:0:0:0:	Genius Plus
1:0:1:36D9:C8C:3:EB0000:0:0:0:	GERMAN TOTE TV 
1:0:1:306:7:85:C00000:0:0:0:	GOD Channel
1:0:1:74A3:41C:1:C00000:0:0:0:	GOL
1:0:16:372E:C8E:3:EB0000:0:0:0:	Golf Channel
1:0:19:26AF:43E:1:C00000:0:0:0:	GOLF+
1:0:16:3404:3ED:1:C00000:0:0:0:	gotv neu
1:0:19:2083:432:1:C00000:0:0:0:	GULLI
1:0:1:75A9:422:1:C00000:0:0:0:	GUÍA
1:0:1:75F6:422:1:C00000:0:0:0:	GUÍA FÁCIL
1:0:19:4E9D:CA4:3:EB0000:0:0:0:	H2
1:0:1:4E27:C85:3:EB0000:0:0:0:	Happy TV
1:0:19:4E67:C86:3:EB0000:0:0:0:	HBO 2 HD
1:0:19:4E68:C86:3:EB0000:0:0:0:	HBO 3 HD
1:0:19:307:C94:3:EB0000:0:0:0:	HBO HD
1:0:19:4E66:C86:3:EB0000:0:0:0:	HBO HD
1:0:16:308:C94:3:EB0000:0:0:0:	HBO2
1:0:16:309:C94:3:EB0000:0:0:0:	HBO3
1:0:1:3138:459:1:C00000:0:0:0:	health.tv
1:0:16:16:2:85:C00000:0:0:0:	Heimatkanal
1:0:1:3156:459:1:C00000:0:0:0:	Heiss und Sexy TV
1:0:19:1F46:42E:1:C00000:0:0:0:	HISTOIRE
1:0:1:7731:416:1:C00000:0:0:0:	HISTORIA
1:0:19:71:B:85:C00000:0:0:0:	History HD
1:0:19:36E6:C8C:3:EB0000:0:0:0:	History HD BNL
1:0:19:32D5:45D:1:C00000:0:0:0:	HITRADIO OE3
1:0:1:77C1:40A:1:C00000:0:0:0:	HOLLYWOOD
1:0:19:750C:420:1:C00000:0:0:0:	HOLLYWOODHD
1:0:19:33AB:3EB:1:C00000:0:0:0:	HOPE Channel HD
1:0:16:36EB:C8C:3:EB0000:0:0:0:	HOROR FILM
1:0:1:6DCC:44D:1:C00000:0:0:0:	hr-fernsehen
1:0:19:2873:425:1:C00000:0:0:0:	hr-fernsehen HD
1:0:1:28:21:85:C00000:0:0:0:	HSE24
1:0:1:79EA:443:1:C00000:0:0:0:	HSE24 EXTRA
1:0:19:157D:41F:1:C00000:0:0:0:	HSE24 EXTRA HD
1:0:19:5270:41D:1:C00000:0:0:0:	HSE24 HD
1:0:1:4D:21:85:C00000:0:0:0:	HSE24 TREND
1:0:16:100B:451:35:C00000:0:0:0:	Hustler TV
1:0:16:100D:451:35:C00000:0:0:0:	Hustler TV CZ
1:0:1:7A4B:410:1:C00000:0:0:0:	I24 Francis
1:0:1:746A:3F0:1:C00000:0:0:0:	IBERALIA TV
1:0:19:17D6:C91:3:EB0000:0:0:0:	iConcert
1:0:1:4EA4:CA4:3:EB0000:0:0:0:	ID HD
1:0:1:202:7:85:C00000:0:0:0:	Immer etwas Neues TV
1:0:19:2332:442:1:C00000:0:0:0:	INFOSPORT+
1:0:19:1392:3EA:1:C00000:0:0:0:	INSIGHT TV HD
1:0:19:1393:3EA:1:C00000:0:0:0:	INSIGHT TV HD INT
1:0:1F:7D0:449:1:C00000:0:0:0:	INSIGHT TV UHD
1:0:1F:7D1:449:1:C00000:0:0:0:	INSIGHT TV UHD SPAIN
1:0:1F:7D5:449:1:C00000:0:0:0:	INSIGHT UHD Russia
1:0:19:16AC:3FF:1:C00000:0:0:0:	intv HD
1:0:16:179D:C82:3:EB0000:0:0:0:	Investigation Discovery
1:0:19:26B2:43E:1:C00000:0:0:0:	J-ONE
1:0:1:4EC1:CA4:3:EB0000:0:0:0:	JEKA
1:0:1:4E42:C85:3:EB0000:0:0:0:	JimJam
1:0:16:141E:C95:3:EB0000:0:0:0:	JimJam CZ
1:0:19:3353:C93:3:EB0000:0:0:0:	JOJ Cinema +1 HD
1:0:19:3359:C93:3:EB0000:0:0:0:	JOJ Cinema HD
1:0:19:3723:C8E:3:EB0000:0:0:0:	JOJ Family HD
1:0:19:3399:C89:3:EB0000:0:0:0:	JOJ PLUS HD
1:0:16:191:9:85:C00000:0:0:0:	Jukebox
1:0:16:13:4:85:C00000:0:0:0:	Junior
1:0:19:151B:455:1:C00000:0:0:0:	Juwelo HD
1:0:1:3148:459:1:C00000:0:0:0:	JuweloTV
1:0:1:3139:459:1:C00000:0:0:0:	K-TV
1:0:1:4E24:43A:1:C00000:0:0:0:	Kabel 1 Austria
1:0:1:4E23:43A:1:C00000:0:0:0:	Kabel 1 Schweiz
1:0:1:445E:453:1:C00000:0:0:0:	kabel eins
1:0:16:14C2:407:1:C00000:0:0:0:	kabel eins classics
1:0:1:4465:453:1:C00000:0:0:0:	kabel eins Doku
1:0:19:EF76:3F9:1:C00000:0:0:0:	kabel eins HD
1:0:19:EF8A:3F9:1:C00000:0:0:0:	kabel eins HD Austria
1:0:1:14C0:407:1:C00000:0:0:0:	kabel1 Doku austria
1:0:16:5278:C96:3:EB0000:0:0:0:	KetOp12
1:0:1:6D68:437:1:C00000:0:0:0:	KiKA
1:0:19:2B98:3F2:1:C00000:0:0:0:	KiKA HD
1:0:19:132C:CA2:3:EB0000:0:0:0:	Kino Barrandov HD
1:0:16:372F:C8E:3:EB0000:0:0:0:	KinoSvet
1:0:16:196:4:85:C00000:0:0:0:	Kinowelt TV
1:0:1:4E31:C8B:3:EB0000:0:0:0:	Kitchen TV HD
1:0:1:4E92:C86:3:EB0000:0:0:0:	Koreni
1:0:19:2076:432:1:C00000:0:0:0:	L'EQUIPE
1:0:1:3339:45B:1:C00000:0:0:0:	L-TV
1:0:16:17E7:C82:3:EB0000:0:0:0:	L1MBURG
1:0:1:77C0:40A:1:C00000:0:0:0:	LA 1
1:0:19:7863:41A:1:C00000:0:0:0:	LA 1 HD
1:0:1:77C2:40A:1:C00000:0:0:0:	LA 2
1:0:19:2077:432:1:C00000:0:0:0:	LA CHAINE METEO
1:0:1:77BF:40A:1:C00000:0:0:0:	LA SEXTA
1:0:19:7537:426:1:C00000:0:0:0:	LA SEXTA HD
1:0:1:76C5:40E:1:C00000:0:0:0:	LALIGA123TV
1:0:1:7578:412:1:C00000:0:0:0:	LALIGA123TVM1
1:0:1:7574:412:1:C00000:0:0:0:	LALIGA123TVM2
1:0:1:76A6:41E:1:C00000:0:0:0:	LALIGA123TVM3
1:0:1:7793:424:1:C00000:0:0:0:	LALIGATV BAR
1:0:19:7859:41A:1:C00000:0:0:0:	LALIGATV BAR
1:0:1:769A:41E:1:C00000:0:0:0:	LALIGATVBAR1
1:0:1:7582:412:1:C00000:0:0:0:	LALIGATVBAR2
1:0:19:2331:442:1:C00000:0:0:0:	LCI
1:0:19:2337:442:1:C00000:0:0:0:	LCP
1:0:1:3159:459:1:C00000:0:0:0:	LEGENDEN TV
1:0:16:3725:C8E:3:EB0000:0:0:0:	Leo TV
1:0:16:3726:C8E:3:EB0000:0:0:0:	Leo TV BNL
1:0:19:19CF:444:1:C00000:0:0:0:	LIBIDO TV
1:0:19:16AD:3FF:1:C00000:0:0:0:	Lokal-TV-Portal HD
1:0:1:4EAF:CA4:3:EB0000:0:0:0:	LoL
1:0:16:3330:45B:1:C00000:0:0:0:	LT1-OOE
1:0:1:759B:422:1:C00000:0:0:0:	LTC
1:0:1:746C:3F0:1:C00000:0:0:0:	M. ACCIÓN
1:0:19:7509:420:1:C00000:0:0:0:	M. ACCIÓN HD
1:0:1:7736:416:1:C00000:0:0:0:	M. Cine Español
1:0:1:746D:3F0:1:C00000:0:0:0:	M. COMEDIA
1:0:1:778F:424:1:C00000:0:0:0:	M. DEPORTES
1:0:1:756C:412:1:C00000:0:0:0:	M. DEPORTES1
1:0:1:756D:412:1:C00000:0:0:0:	M. DEPORTES2
1:0:1:7573:412:1:C00000:0:0:0:	M. DEPORTES3
1:0:1:7575:412:1:C00000:0:0:0:	M. DEPORTES4
1:0:1:7693:41E:1:C00000:0:0:0:	M. DEPORTES5
1:0:1:769E:41E:1:C00000:0:0:0:	M. DEPORTES6
1:0:1:7577:412:1:C00000:0:0:0:	M. DEPORTES7
1:0:19:7828:428:1:C00000:0:0:0:	M. DEPORTESHD
1:0:1:749D:41C:1:C00000:0:0:0:	M. DISNEY
1:0:1:746E:3F0:1:C00000:0:0:0:	M. DRAMA
1:0:19:750B:420:1:C00000:0:0:0:	M. DRAMA HD
1:0:1:76C0:40E:1:C00000:0:0:0:	M. ESTRENOS
1:0:1:778E:424:1:C00000:0:0:0:	M. FÚTBOL
1:0:1:7789:424:1:C00000:0:0:0:	M. GOLF
1:0:19:78B7:3EC:1:C00000:0:0:0:	M. GOLF HD
1:0:1:7739:416:1:C00000:0:0:0:	M. MOTOGP
1:0:1:7696:41E:1:C00000:0:0:0:	M. SERIES
1:0:19:7882:414:1:C00000:0:0:0:	M. SERIES HD
1:0:1:76CA:40E:1:C00000:0:0:0:	M. SERIESMANIA
1:0:1:77C6:40A:1:C00000:0:0:0:	M.CineDoc&Roll
1:0:19:74D8:3F8:1:C00000:0:0:0:	M.CineDoc&Roll
1:0:19:7857:41A:1:C00000:0:0:0:	M.COMEDIA HD
1:0:19:74D5:3F8:1:C00000:0:0:0:	M.ESTRENOSHD
1:0:1:74A4:41C:1:C00000:0:0:0:	M.FORMULA1
1:0:19:7531:426:1:C00000:0:0:0:	M.FORMULA1HD
1:0:1:757A:412:1:C00000:0:0:0:	M.LCAMPEON1
1:0:19:7861:41A:1:C00000:0:0:0:	M.LCAMPEON1
1:0:1:769F:41E:1:C00000:0:0:0:	M.LCAMPEON2
1:0:19:7864:41A:1:C00000:0:0:0:	M.LCAMPEON2
1:0:1:757F:412:1:C00000:0:0:0:	M.LCAMPEON3
1:0:1:769D:41E:1:C00000:0:0:0:	M.LCAMPEON4
1:0:1:757D:412:1:C00000:0:0:0:	M.LCAMPEON5
1:0:1:757C:412:1:C00000:0:0:0:	M.LCAMPEON6
1:0:1:7583:412:1:C00000:0:0:0:	M.LCAMPEON7
1:0:1:7576:412:1:C00000:0:0:0:	M.LCAMPEON8
1:0:1:757B:412:1:C00000:0:0:0:	M.LCAMPEONES
1:0:19:78B4:3EC:1:C00000:0:0:0:	M.LCAMPEONES
1:0:19:7532:426:1:C00000:0:0:0:	M.MOTOGPHD
1:0:1:7607:408:1:C00000:0:0:0:	M.NavidadDisney
1:0:1:769C:41E:1:C00000:0:0:0:	M.Partidazo
1:0:19:785F:41A:1:C00000:0:0:0:	M.PartidazoHD
1:0:19:78B6:3EC:1:C00000:0:0:0:	M.Seriesmania HD
1:0:19:2457:440:1:C00000:0:0:0:	M6
1:0:19:200E:430:1:C00000:0:0:0:	M6 BOUTIQUE
1:0:19:1967:44E:1:C00000:0:0:0:	M6 MUSIC
1:0:1:314E:459:1:C00000:0:0:0:	Maennersache TV
1:0:19:170C:419:1:C00000:0:0:0:	Mainfranken HD
1:0:19:196B:44E:1:C00000:0:0:0:	MAN X
1:0:16:5284:C96:3:EB0000:0:0:0:	Man-X
1:0:19:4287:446:1:C00000:0:0:0:	MANGAS
1:0:19:372D:C8E:3:EB0000:0:0:0:	Markiza +1 HD
1:0:19:13B4:C95:3:EB0000:0:0:0:	Markiza HD
1:0:16:3720:C8E:3:EB0000:0:0:0:	Markiza International
1:0:16:11E6:406:1:C00000:0:0:0:	MAX
1:0:19:13D9:3EA:1:C00000:0:0:0:	MB LIVE
1:0:1:314D:459:1:C00000:0:0:0:	MB SAT - Test1
1:0:1:3164:459:1:C00000:0:0:0:	MB SAT - Test2
1:0:1:3166:459:1:C00000:0:0:0:	MB SAT - Test4
1:0:1:3167:459:1:C00000:0:0:0:	MB SAT - Test5
1:0:1:3165:459:1:C00000:0:0:0:	MB SAT - Test6
1:0:1:3162:459:1:C00000:0:0:0:	MB SAT - Test7
1:0:19:220A:44C:1:C00000:0:0:0:	MCM
1:0:19:2209:44C:1:C00000:0:0:0:	MCM TOP
1:0:1:6E45:431:1:C00000:0:0:0:	MDR S-Anhalt
1:0:19:2871:425:1:C00000:0:0:0:	MDR S-Anhalt HD
1:0:1:6E44:431:1:C00000:0:0:0:	MDR Sachsen
1:0:19:2870:425:1:C00000:0:0:0:	MDR Sachsen HD
1:0:1:6E46:431:1:C00000:0:0:0:	MDR Thüringen
1:0:19:2872:425:1:C00000:0:0:0:	MDR Thüringen HD
1:0:1:307:7:85:C00000:0:0:0:	MediaShop- Meine Einkaufswelt
1:0:1:382:21:85:C00000:0:0:0:	MediaShop- Neuheiten
1:0:1:32D7:45D:1:C00000:0:0:0:	Mei Musi TV
1:0:1:383:21:85:C00000:0:0:0:	meinTVshop
1:0:16:3405:3ED:1:C00000:0:0:0:	Melodie TV NEU
1:0:19:2206:44C:1:C00000:0:0:0:	MELODY
1:0:1:7699:41E:1:C00000:0:0:0:	MEZZO
1:0:19:1F4A:42E:1:C00000:0:0:0:	MEZZO
1:0:19:1966:44E:1:C00000:0:0:0:	MEZZO LIVE
1:0:19:7823:428:1:C00000:0:0:0:	MEZZO LIVE HD
1:0:1:4E3F:C85:3:EB0000:0:0:0:	Minimax
1:0:16:3724:C8E:3:EB0000:0:0:0:	Minimax
1:0:16:3730:C8E:3:EB0000:0:0:0:	Mnam TV
1:0:1:3151:459:1:C00000:0:0:0:	Mobile Sex
1:0:1:4ECD:CA4:3:EB0000:0:0:0:	Motorvision
1:0:16:A8:B:85:C00000:0:0:0:	Motorvision TV
1:0:1:4E20:C8B:3:EB0000:0:0:0:	mSAT Info
1:0:1:7006:436:1:C00000:0:0:0:	MTV
1:0:19:1F44:42E:1:C00000:0:0:0:	MTV
1:0:1:6FEF:436:1:C00000:0:0:0:	MTV Dance
1:0:1:4EBE:CA4:3:EB0000:0:0:0:	MTV Dance International
1:0:1:74A2:41C:1:C00000:0:0:0:	MTV ESPAÑA
1:0:1:4EBC:CA4:3:EB0000:0:0:0:	MTV Europe
1:0:16:30C:C94:3:EB0000:0:0:0:	MTV Europe CZ
1:0:19:2777:409:1:C00000:0:0:0:	MTV HD
1:0:19:2781:409:1:C00000:0:0:0:	MTV HD Austria
1:0:1:6FEE:436:1:C00000:0:0:0:	MTV Hits
1:0:19:1F43:42E:1:C00000:0:0:0:	MTV HITS
1:0:1:4EBD:CA4:3:EB0000:0:0:0:	MTV Hits International
1:0:1:6FFF:436:1:C00000:0:0:0:	MTV Music 24
1:0:16:36F6:C8C:3:EB0000:0:0:0:	MTV NL
1:0:1:6FF3:436:1:C00000:0:0:0:	MTV ROCKS
1:0:1:4EBF:CA4:3:EB0000:0:0:0:	MTV Rocks International
1:0:1:1DB6:145C:5:EB0000:0:0:0:	MTV Romania
1:0:1:7562:412:1:C00000:0:0:0:	MULTI-X
1:0:1:7571:412:1:C00000:0:0:0:	MULTI-X (1)
1:0:1:7563:412:1:C00000:0:0:0:	MULTI-X (2)
1:0:1:7572:412:1:C00000:0:0:0:	MULTI-X (3)
1:0:1:7692:41E:1:C00000:0:0:0:	MULTIDEPORTE
1:0:1:76A3:41E:1:C00000:0:0:0:	MULTIDEPORTE
1:0:1:76A7:41E:1:C00000:0:0:0:	MULTIFUT. 1
1:0:19:1F4D:42E:1:C00000:0:0:0:	MULTISPORTS 1
1:0:19:22D1:434:1:C00000:0:0:0:	MULTISPORTS 2
1:0:19:1971:44E:1:C00000:0:0:0:	MULTISPORTS 3
1:0:19:220B:44C:1:C00000:0:0:0:	MULTISPORTS 4
1:0:19:26C1:43E:1:C00000:0:0:0:	MULTISPORTS 5
1:0:19:19DD:444:1:C00000:0:0:0:	MULTISPORTS 6
1:0:19:26AD:43E:1:C00000:0:0:0:	MUSEUM
1:0:19:24BF:43C:1:C00000:0:0:0:	MY ZEN TV
1:0:19:16A9:3FF:1:C00000:0:0:0:	münchen.tv HD
1:0:1:2F3A:441:1:C00000:0:0:0:	n-tv
1:0:16:32DD:45D:1:C00000:0:0:0:	n-tv Austria
1:0:19:EF14:421:1:C00000:0:0:0:	n-tv HD
1:0:1:30:5:85:C00000:0:0:0:	N24 DOKU
1:0:1:35:7:85:C00000:0:0:0:	N24 DOKU Austria
1:0:19:302:C94:3:EB0000:0:0:0:	Nat Geo HD
1:0:19:7829:428:1:C00000:0:0:0:	NAT GEO HD
1:0:19:303:C94:3:EB0000:0:0:0:	Nat Geo HD CZ
1:0:1:77D8:40A:1:C00000:0:0:0:	NAT GEO WILD
1:0:19:1965:44E:1:C00000:0:0:0:	NAT GEO WILD
1:0:19:304:C94:3:EB0000:0:0:0:	Nat Geo Wild HD
1:0:19:76:6:85:C00000:0:0:0:	Nat Geo Wild HD
1:0:19:305:C94:3:EB0000:0:0:0:	Nat Geo Wild HD CZ
